event,Range,RangeRate,Speed,LaneDistanceLeft,LaneDistanceRight,Crossing,End of event,Along_s,Alat_s,Driving style
245,54.875,-6.4375,33.76736,-1.273438,2.085938,0,0,-0.00185988562091502,0.151613153594771,2
245,53.875,-6.4375,33.81076,-1.265625,2.105469,0,0,-0.12803460550887,0.221945786647993,2
245,53.3125,-6.625,33.78473,-1.257813,2.125,0,0,-0.205060839079222,0.273652988759607,2
245,52.1875,-6.8125,33.80209,-1.203125,2.152344,0,0,-0.241492665014724,0.310020801910508,2
245,51.75,-6.9375,33.76736,-1.179688,2.175781,0,0,-0.245884161998133,0.334335268081592,2
245,51.25,-6.9375,33.73264,-1.160156,2.195313,0,0,-0.226789408712203,0.349882429253753,2
245,50.1875,-7,33.80209,-1.105469,2.25,0,0,-0.19276248383969,0.359948327407886,2
245,49.5625,-7,33.75,-1.082031,2.273438,0,0,-0.152357466063348,0.367819004524887,2
245,49.125,-6.9375,33.7934,-1.074219,2.292969,0,0,-0.133254524886878,0.454243212669683,2
245,48.1875,-6.8125,33.81076,-1.019531,2.34375,0,0,-0.128114253393665,0.459575791855204,2
245,47.5,-6.8125,33.76736,-0.9765625,2.367188,0,0,-0.175936651583711,0.435044117647059,2
245,46.875,-6.6875,33.7934,-0.8515625,2.421875,0,0,-0.164943438914027,0.422462669683258,2
245,45.9375,-6.6875,33.75,-0.8046875,2.476563,0,0,-0.222808823529412,0.39260520361991,2
245,45.5625,-6.6875,33.7934,-0.7734375,2.507813,0,0,-0.290559954751131,0.380269230769231,2
245,45,-6.75,33.7934,-0.9335938,2.476563,0,0,-0.338855203619909,0.361877828054299,2
245,44.25,-6.9375,33.75,-0.8007813,2.578125,0,0,-0.355359728506787,0.316099547511312,2
245,43.6875,-6.8125,33.76736,-0.8125,2.617188,0,0,-0.311535067873303,0.233081447963801,2
245,43.1875,-6.6875,33.75,-0.7773438,2.660156,0,0,-0.237745475113122,0.238402714932127,2
245,42.625,-6.75,33.7934,-0.7460938,2.699219,0,0,-0.1997092760181,0.198214932126697,2
245,41.75,-6.75,33.7934,-0.625,2.800781,0,0,-0.157289592054299,0.142435520361991,2
245,41.4375,-6.9375,33.74132,-0.578125,2.84375,0,0,-0.0568823528235296,0.10027149321267,2
245,40.75,-6.8125,33.76736,-0.53125,2.875,0,0,0.00422171907692299,0.0591934389140271,2
245,40,-6.6875,33.73264,-0.4375,2.933594,0,0,0.0320169675384615,0.0898450226244344,2
245,38.8125,-6.4375,33.73264,-0.3125,3.011719,0,0,0.0122290710808015,0.0217351729153199,2
245,77.6875,-0.4375,33.73264,-0.2773438,3.035156,0,0,-0.0225380862261726,-0.0539798759247289,2
245,77.625,-0.1875,33.80209,-0.15625,3.15625,0,0,-0.0677530186383682,-0.1325915706026,2
245,78.1875,0,33.73264,-0.02734375,3.332031,0,0,-0.118884240411693,-0.209391357825181,2
245,78.1875,-0.0625,33.75,0.109375,3.492188,0,0,-0.171400265802054,-0.279670684299361,2
245,78.5,-0.125,33.75,-3.335938,0.2109375,1,0,-0.220769609065359,-0.338720996732026,2
245,78.5,-0.4375,33.73264,-3.210938,0.3046875,0,1,-0.262460784457516,-0.381833741830065,2
248,57.75,-4.125,36.18924,-0.8632813,2.570313,0,0,-0.377546568627451,0.0862144676797384,2
248,57.1875,-4.0625,36.13715,-0.890625,2.542969,0,0,-0.348421043417367,0.464507520971055,2
248,56.875,-4.0625,36.14584,-0.9140625,2.539063,0,0,-0.323455586080586,0.731631380882712,2
248,56.5625,-4.0625,36.11979,-0.9492188,2.527344,0,0,-0.302913677009265,0.90431351648208,2
248,55.9375,-4,36.10243,-1.015625,2.488281,0,0,-0.287058796595561,0.99928139683653,2
248,55.75,-3.9375,36.11111,-1.023438,2.460938,0,0,-0.276154425231631,1.03326249101343,2
248,55.25,-4.3125,36.05035,-1.011719,2.445313,0,0,-0.270464043309632,1.02298426808016,2
248,55,-4.375,36.07639,-1.058594,2.425781,0,0,-0.27025113122172,0.985174197104072,2
248,54.8125,-4.5,36.01563,-1.046875,2.433594,0,0,-0.29185520361991,1.01192420027149,2
248,54.5625,-4.4375,36.03299,-1.03125,2.433594,0,0,-0.335296380090498,0.985523751855204,2
248,54.25,-4.5,36.04167,-1.007813,2.445313,0,0,-0.331592760180996,0.992685521538462,2
248,53.75,-4.8125,35.98959,-1,2.46875,0,0,-0.310548642533937,0.999371047782805,2
248,53.375,-4.6875,36.00695,-0.9921875,2.46875,0,0,-0.347149321266968,0.98056334841629,2
248,53,-4.75,35.99826,-0.9804688,2.476563,0,0,-0.344265837104072,0.91014705882353,2
248,52.625,-4.75,36.00695,-0.9453125,2.488281,0,0,-0.27135407239819,0.799628959276018,2
248,51.875,-4.9375,35.98959,-0.8554688,2.546875,0,0,-0.334611990950226,0.735108597285068,2
248,51.625,-5.0625,35.96354,-0.828125,2.570313,0,0,-0.352341628959276,0.690223981900453,2
248,51.4375,-5,35.97223,-0.8007813,2.597656,0,0,-0.3329592760181,0.582156108597285,2
248,50.3125,-5.0625,35.9158,-0.6640625,2.695313,0,0,-0.372447963800905,0.424636877828054,2
248,49.9375,-4.875,35.89844,-0.609375,2.746094,0,0,-0.435726244343892,0.308059954751131,2
248,49.75,-4.875,35.8724,-0.5664063,2.800781,0,0,-0.436994343891403,0.24166628959276,2
248,49.5625,-4.75,35.88976,-0.5117188,2.84375,0,0,-0.434097285067873,0.207593891402715,2
248,49.1875,-4.625,35.8724,-0.4609375,2.875,0,0,-0.529699095022625,0.200576923076923,2
248,48.875,-4.5,35.82899,-0.328125,2.992188,0,0,-0.59022850678733,0.11110520361991,2
248,48.625,-4.375,35.84636,-0.2734375,3.035156,0,0,-0.604614414996768,0.0752264867485456,2
248,48.375,-4.25,35.76823,-0.2148438,3.066406,0,0,-0.607765204158587,0.0408111757523523,2
248,48.1875,-4.3125,35.71615,-0.1601563,3.101563,0,0,-0.600425595238095,0.00470001975149039,2
248,47.9375,-4.3125,35.75087,-0.1132813,3.128906,0,0,-0.583340309200603,-0.0362662321338792,2
248,46.9375,-4.5,35.71615,0.07421875,3.273438,0,0,-0.55725406701142,-0.0852468307835955,2
248,46.8125,-4.5,35.69879,0.1367188,3.316406,0,0,-0.522911589635854,-0.145401027077498,2
248,46.3125,-4.5625,35.66406,-3.136719,0.09765625,1,1,-0.481057598039216,-0.219888071895425,2
249,33.75,-3.375,32.00521,-2.027344,1.453125,0,0,0.61244362745098,-0.673442401960784,2
249,33.375,-3.4375,32.17448,-2.011719,1.484375,0,0,0.741369572829132,-0.705133578431373,2
249,33,-3.5625,32.19184,-1.988281,1.503906,0,0,0.82246625188537,-0.715942401960785,2
249,32.5625,-3.5625,32.23524,-1.933594,1.554688,0,0,0.862985267183797,-0.708603129713424,2
249,32.4375,-3.625,32.36545,-1.90625,1.585938,0,0,0.870178221288516,-0.685850018853696,2
249,32.125,-3.5625,32.4783,-1.875,1.613281,0,0,0.851296716763629,-0.650417326546003,2
249,31.875,-3.75,32.49566,-1.863281,1.644531,0,0,0.813592356173239,-0.605039309954751,2
249,31.3125,-3.875,32.66493,-1.75,1.691406,0,0,0.764316742081448,-0.552450226244344,2
249,31.1875,-3.875,32.73438,-1.683594,1.726563,0,0,0.695131221719457,-0.503545248868778,2
249,30.875,-4,32.76042,-1.625,1.765625,0,0,0.645364253393665,-0.472331447963801,2
249,30.625,-4.0625,32.92535,-1.5625,1.800781,0,0,0.654133484162896,-0.396996606334842,2
249,29.6875,-4.25,33.00781,-1.40625,1.945313,0,0,0.648658371040724,-0.305486425339367,2
249,29.4375,-4.3125,33.1467,-1.355469,1.984375,0,0,0.687593891402715,-0.273975113122172,2
249,29.125,-4.4375,33.18143,-1.304688,2.023438,0,0,0.729726244343891,-0.173334841628959,2
249,28.4375,-4.4375,33.27691,-1.222656,2.09375,0,0,0.784279411764706,-0.114046380090498,2
249,28,-4.4375,33.39844,-1.175781,2.121094,0,0,0.799011312217195,-0.0179785067873304,2
249,27.625,-4.6875,33.44618,-1.125,2.148438,0,0,0.862595022624434,-0.0199807692307693,2
249,27.3125,-4.6875,33.58507,-1.078125,2.183594,0,0,0.881746606334842,0.076243212669683,2
249,26.9375,-4.6875,33.58507,-1.054688,2.226563,0,0,0.91525,0.0694819004524885,2
249,26.3125,-4.8125,33.75,-0.9609375,2.339844,0,0,0.860806561085973,0.0211063348416287,2
249,25.9375,-4.8125,33.80209,-0.8984375,2.429688,0,0,0.768277149321267,-0.121369909502263,2
249,25.5,-4.9375,33.85851,-0.8515625,2.507813,0,0,0.666260180995475,-0.273498868778281,2
249,24.3125,-5.0625,34.00608,-0.7265625,2.722656,0,0,0.558867647058824,-0.49091628959276,2
249,23.9375,-5.25,33.98004,-0.65625,2.785156,0,0,0.425988687782806,-0.672218325791855,2
249,23.5,-5.1875,34.09288,-0.5703125,2.859375,0,0,0.301086255656109,-0.885680874272786,2
249,23.125,-5.3125,34.16233,-0.46875,2.867188,0,0,0.199029182826977,-1.08008065341521,2
249,22.625,-5.375,34.23177,-0.3007813,2.941406,0,0,0.132527687998276,-1.23982471450118,2
249,21.75,-5.375,34.34896,-0.1640625,3.066406,0,0,0.114291989872872,-1.34932010881276,2
249,21.4375,-5.375,34.36632,0.05859375,3.234375,0,0,0.157032307153631,-1.39297388763198,2
249,21.125,-5.5,34.46181,0.15625,3.328125,0,0,0.273458858543417,-1.3551931022409,2
249,20.625,-5.4375,34.57465,-3.550781,0.1835938,1,1,0.476281862745098,-1.22038480392157,2
250,45.5625,-3.625,33.21615,-1.292969,2.136719,0,0,0.0248112745098041,-0.192080065359477,2
250,45.375,-3.8125,33.24219,-1.273438,2.144531,0,0,0.049779761904762,-0.0677304505135386,2
250,45.125,-3.9375,33.25955,-1.265625,2.148438,0,0,0.0713077192415428,0.0591258977950156,2
250,44.875,-4,33.33768,-1.25,2.148438,0,0,0.0876408101702219,0.185154860662214,2
250,44.375,-4.1875,33.4158,-1.210938,2.179688,0,0,0.0970246983408748,0.307022319184084,2
250,43.9375,-4.4375,33.45486,-1.203125,2.183594,0,0,0.0977050474035768,0.421394154456655,2
250,43.6875,-4.5625,33.49826,-1.210938,2.1875,0,0,0.0879275210084033,0.524936247575953,2
250,43.4375,-4.4375,33.50695,-1.226563,2.1875,0,0,0.0659377828054298,0.614314479638009,2
250,43,-4.375,33.53299,-1.171875,2.230469,0,0,-0.024633484162896,0.625425339366516,2
250,42.625,-4.4375,33.64584,-1.140625,2.253906,0,0,-0.122242081447964,0.730286199095023,2
250,42.375,-4.4375,33.64584,-1.121094,2.269531,0,0,-0.10847963800905,0.773233031674208,2
250,42.1875,-4.4375,33.61111,-1.121094,2.285156,0,0,-0.220940045248869,0.775111990950226,2
250,41.125,-4.375,33.6632,-1.011719,2.367188,0,0,-0.175537330316742,0.760954751131222,2
250,41,-4.375,33.6632,-0.953125,2.410156,0,0,-0.217772624434389,0.672528280542987,2
250,40.9375,-4.1875,33.75868,-0.9140625,2.449219,0,0,-0.323343891402715,0.703733031674208,2
250,40.875,-4.1875,33.73264,-0.9101563,2.460938,0,0,-0.320084841628959,0.803876696832579,2
250,40.1875,-4.25,33.73264,-0.8710938,2.523438,0,0,-0.254539592760181,0.921848416289593,2
250,39.625,-4.5625,33.73264,-0.8320313,2.53125,0,0,-0.22010407239819,0.942477375565611,2
250,39.125,-4.8125,33.74132,-0.7734375,2.574219,0,0,-0.211483031674208,0.926473981900453,2
250,38.625,-5,33.76736,-0.71875,2.621094,0,0,-0.197885746606335,0.902650452488688,2
250,38.125,-5.1875,33.78473,-0.6835938,2.660156,0,0,-0.264331447963801,0.829076923076923,2
250,36.625,-5.6875,33.75,-0.53125,2.773438,0,0,-0.345316742081448,0.679759049773756,2
250,66.875,-0.3125,33.64584,-0.3671875,2.875,0,0,-0.449992081447964,0.585967194570136,2
250,66.625,-0.375,33.40712,-0.2734375,2.957031,0,0,-0.528279694570136,0.456482506464124,2
250,66.3125,-0.25,33.68924,-0.203125,2.984375,0,0,-0.592947016627164,0.32812266573296,2
250,66.1875,-0.375,33.6632,-0.15625,2.992188,0,0,-0.636631836709043,0.208366147741148,2
250,65.9375,-0.75,33.7066,-0.09375,3.078125,0,0,-0.651971943905767,0.104691427853193,2
250,66,-0.8125,33.61111,-0.0234375,3.125,0,0,-0.631605127307333,0.024576981433599,2
250,65.875,-0.6875,33.64584,0.1171875,3.230469,0,0,-0.568169176003735,-0.0244987161531277,2
250,66,-0.5,33.6632,-3.09375,0.140625,1,1,-0.454301879084968,-0.0350571895424836,2
253,34.6875,-3.375,33.61111,-1.789063,1.824219,0,0,0.23196772875817,-0.266064950980392,2
253,34.5625,-3.375,33.7066,-1.777344,1.835938,0,0,-0.06381133286648,-0.333228816526611,2
253,34.0625,-3.3125,33.7066,-1.742188,1.871094,0,0,-0.256181511707247,-0.37668490088343,2
253,33.5,-3.375,33.6632,-1.710938,1.882813,0,0,-0.362071383681678,-0.400153980823099,2
253,33.25,-3.375,33.6632,-1.6875,1.921875,0,0,-0.398409524707319,-0.407356833117863,2
253,32.75,-3.375,33.6632,-1.503906,1.992188,0,0,-0.382124510701717,-0.40201423453997,2
253,32.5,-3.375,33.75,-1.476563,2.019531,0,0,-0.330144917582418,-0.387846961861668,2
253,32.25,-3.375,33.6632,-1.4375,2.058594,0,0,-0.259399321266968,-0.368575791855204,2
253,32,-3.5625,33.6632,-1.398438,2.085938,0,0,-0.262934389140272,-0.286942307692308,2
253,31.8125,-3.4375,33.68924,-1.375,2.113281,0,0,-0.188195701357466,-0.327012443438914,2
253,31.375,-3.4375,33.6632,-1.320313,2.160156,0,0,-0.126205882352941,-0.286477375565611,2
253,31.125,-3.4375,33.7066,-1.289063,2.183594,0,0,-0.198460407239819,-0.386003393665159,2
253,30.875,-3.4375,33.7066,-1.242188,2.222656,0,0,-0.263421945701358,-0.416701357466064,2
253,30.5625,-3.5,33.68924,-1.191406,2.261719,0,0,-0.378820135746606,-0.52325,2
253,29.75,-3.4375,33.68924,-1.074219,2.382813,0,0,-0.450132352941177,-0.582831447963801,2
253,29.5,-3.5,33.64584,-1.023438,2.429688,0,0,-0.480986425339366,-0.622099547511312,2
253,29.25,-3.5,33.6632,-0.9765625,2.472656,0,0,-0.472825791149321,-0.630851809954751,2
253,29,-3.4375,33.68924,-0.9179688,2.527344,0,0,-0.459186651466063,-0.62162556561086,2
253,28.5625,-3.4375,33.7066,-0.8164063,2.644531,0,0,-0.424985294497738,-0.60781221719457,2
253,28.3125,-3.375,33.68924,-0.7539063,2.703125,0,0,-0.359207014361991,-0.543539592760181,2
253,28,-3.4375,33.68924,-0.6914063,2.753906,0,0,-0.332930996579186,-0.495614253393665,2
253,27.5625,-3.375,33.68924,-0.59375,2.851563,0,0,-0.287531675538462,-0.429942307692308,2
253,27.3125,-3.3125,33.68924,-0.5351563,2.902344,0,0,-0.233076924542987,-0.356718325791855,2
253,26.875,-3.3125,33.6632,-0.421875,3.03125,0,0,-0.149105205131222,-0.299492081447964,2
253,26.625,-3.3125,33.68924,-0.3632813,3.089844,0,0,-0.120212388343892,-0.233943640917906,2
253,26.375,-3.3125,33.62848,-0.2929688,3.160156,0,0,-0.10579815456597,-0.200708503914386,2
253,26.25,-3.3125,33.6632,-0.21875,3.234375,0,0,-0.106655930142354,-0.213625911261941,2
253,26.0625,-3.25,33.63715,-0.1484375,3.308594,0,0,-0.123579141417942,-0.286535103785104,2
253,25.4375,-3.1875,33.63715,0.0546875,3.441406,0,0,-0.157361214737628,-0.43327532230841,2
253,25.125,-3.25,33.61111,0.1210938,3.484375,0,0,-0.208795576446312,-0.667685807656396,2
253,24.9375,-3.25,33.62848,-3.273438,0.1992188,1,1,-0.278675652888889,-1.00360580065359,2
256,40.9375,-3.3125,33.33768,-2.03125,1.648438,0,0,-0.803212009803922,0.655210784313726,2
256,41.0625,-3.1875,33.35504,-2.007813,1.648438,0,0,-0.49116369047619,0.731434523809524,2
256,40.8125,-3.125,33.32031,-1.984375,1.65625,0,0,-0.277929406377936,0.790518032212885,2
256,40.5,-3.0625,33.32031,-1.949219,1.707031,0,0,-0.148067038353803,0.834135046326223,2
256,40.625,-3.0625,33.39844,-1.929688,1.738281,0,0,-0.0861344672484378,0.86395930295195,2
256,40.375,-3.25,33.36372,-1.90625,1.765625,0,0,-0.0766895739064857,0.88166453889248,2
256,39.875,-3.1875,33.34636,-1.871094,1.761719,0,0,-0.104290239172592,0.888924490950227,2
256,39.75,-3.125,33.30295,-1.824219,1.773438,0,0,-0.153494343891403,0.887412895927602,2
256,39.9375,-3.0625,33.25955,-1.796875,1.789063,0,0,-0.253769230769231,0.857191176470589,2
256,39.875,-3.0625,33.30295,-1.757813,1.808594,0,0,-0.182428733031674,0.941070135746607,2
256,38.6875,-3.1875,33.27691,-1.652344,1.867188,0,0,-0.142527149321267,0.90260407239819,2
256,38.5,-3.1875,33.27691,-1.59375,1.933594,0,0,-0.0899117647058824,0.857143665158371,2
256,38.0625,-3.1875,33.30295,-1.527344,1.988281,0,0,-0.0578371040723983,0.851130090497738,2
256,37,-3.125,33.30295,-1.464844,2.050781,0,0,-0.0682952488687783,0.772650452488688,2
256,34.9375,-2.75,33.30295,-1.285156,2.238281,0,0,-0.0227692307692308,0.654516968325792,2
256,35,-2.8125,33.25955,-1.234375,2.277344,0,0,-0.0572929864253393,0.586007918552036,2
256,34.1875,-2.75,33.33768,-1.171875,2.339844,0,0,0.0273031674208144,0.576574660633484,2
256,33.625,-2.875,33.30295,-0.9609375,2.546875,0,0,0.0480384615384616,0.482590497737557,2
256,33.625,-2.875,33.33768,-0.8984375,2.628906,0,0,0.05185407239819,0.446957013574661,2
256,33.3125,-3.125,33.30295,-0.828125,2.742188,0,0,0.0122171945701358,0.287486425339367,2
256,33,-3.0625,33.32031,-0.7421875,2.863281,0,0,0.024764705882353,0.146386877828054,2
256,32.5,-3.0625,33.4158,-0.65625,2.984375,0,0,0.0347104072398191,0.0576414027149322,2
256,31.6875,-3.3125,33.39844,-0.4414063,3.199219,0,0,0.0452466063348416,0.009277149321267,2
256,103.1875,2,33.4375,-0.2578125,3.503906,0,0,0.0937305672268908,-0.0259896978021977,2
256,103.5,2.25,33.45486,-0.1835938,3.648438,0,0,0.141005759355024,-0.0538677143934496,2
256,103.25,2.1875,33.49826,-0.08984375,3.773438,0,0,0.18107733606263,-0.0786348039215686,2
256,103.1875,2.375,33.54167,0.08203125,4.078125,0,0,0.207950450693098,-0.104568869855635,2
256,103.1875,2.5,33.62848,0.15625,4.238281,0,0,0.215630256589815,-0.135947815664727,2
256,104.25,2.625,33.58507,-3.136719,0.2382813,1,0,0.198121907096172,-0.177049544817927,2
256,103.75,2.4375,33.59375,-3.089844,0.265625,0,1,0.149430555555556,-0.232151960784314,2
257,31.625,-3.75,33.08594,-2.925781,3.890625,0,0,-0.770073120915033,0.0345535129281045,2
257,31.3125,-3.8125,32.92535,-2.859375,3.957031,0,0,-0.635586076097106,0.0995307527460318,2
257,31.0625,-3.75,32.94271,-2.84375,3.976563,0,0,-0.563106815161962,0.157606193833082,2
257,30.25,-3.6875,32.80382,-2.695313,4.125,0,0,-0.539976181498241,0.209784895191266,2
257,30,-3.5625,32.80382,-2.769531,4.054688,0,0,-0.553535018494578,0.257071915822596,2
257,29.75,-3.5625,32.78646,-2.757813,4.070313,0,0,-0.591124169539611,0.300472314729082,2
257,29.5,-3.5,32.7257,-2.757813,4.070313,0,0,-0.640084478021978,0.340991150912734,2
257,29.3125,-3.5,32.76042,-2.757813,4.070313,0,0,-0.687756787330317,0.379633483375566,2
257,28.6875,-3.4375,32.59549,-1.703125,4.039063,0,0,-0.644697963800905,0.408961538081448,2
257,28.4375,-3.25,32.58681,-1.480469,4.003906,0,0,-0.607794117647059,0.523380090615385,2
257,28.1875,-3.3125,32.4783,-1.523438,3.972656,0,0,-0.605814479638009,0.542847285773756,2
257,28,-3.3125,32.50434,-1.601563,3.90625,0,0,-0.526822398190045,0.530611990950226,2
257,27.375,-3.25,32.41754,-1.773438,3.9375,0,0,-0.394397058823529,0.50385520361991,2
257,27.1875,-3.125,32.45226,-1.679688,3.945313,0,0,-0.318988687782806,0.531409502262443,2
257,26.9375,-3.125,32.41754,-1.625,3.957031,0,0,-0.233400452488688,0.530027149321267,2
257,26.75,-3.125,32.30469,-1.546875,3.972656,0,0,-0.147245475113122,0.527621040723982,2
257,26.4375,-3.0625,32.41754,-1.425781,3.988281,0,0,-0.102497737556561,0.50793891402715,2
257,26.625,-3.125,32.40018,-1.277344,4.027344,0,0,-0.0966300904977376,0.43204185520362,2
257,26.75,-3.125,32.40886,-1.183594,4.046875,0,0,-0.0664513574660634,0.324165158371041,2
257,26.1875,-3.0625,32.41754,-1.03125,4.105469,0,0,-0.0485576923076923,0.300304298642534,2
257,25.9375,-3.125,32.48698,-0.9414063,4.003906,0,0,-0.0619830316742081,0.246947963800905,2
257,25.625,-3.125,32.45226,-0.8554688,4,0,0,-0.148106334841629,0.32643778280543,2
257,25.5625,-3.1875,32.56511,-0.7539063,4.003906,0,0,-0.0918438914027149,0.274371040723982,2
257,25.3125,-3.3125,32.49566,-0.5820313,3.980469,0,0,-0.0899739819004525,0.210091628959276,2
257,25,-3.25,32.53038,-0.5039063,3.980469,0,0,-0.0216916208791209,0.115300904977375,2
257,24.5,-3.3125,32.5217,-0.3359375,4.027344,0,0,0.0408808087337498,-0.00598159520218362,2
257,24.25,-3.3125,32.61285,-0.2226563,4.007813,0,0,0.0857950917546505,-0.154996758959994,2
257,23.75,-3.1875,32.63889,-0.109375,4.011719,0,0,0.101103013000072,-0.33298547367665,2
257,23.3125,-3.375,32.60417,0.0390625,4.039063,0,0,0.0748563572865043,-0.541188626732744,2
257,23.0625,-3.3125,32.67361,0.109375,4.023438,0,0,-0.00489309056956129,-0.78084710550887,2
257,22.8125,-3.3125,32.63889,-3.023438,0.125,1,1,-0.150093545751634,-1.05320179738562,2
259,17,-0.75,31.08507,-1.867188,1.605469,0,0,0.129922794117647,0.340396650326797,2
259,16.875,-0.8125,31.21528,-1.820313,1.675781,0,0,0.156267331932773,0.59965435340803,2
259,16.8125,-0.9375,31.18056,-1.796875,1.699219,0,0,0.181292178409826,0.793216220462544,2
259,16.9375,-0.9375,31.19792,-1.722656,1.714844,0,0,0.203758645765999,0.927803750987575,2
259,16.8125,-0.9375,31.25868,-1.660156,1.800781,0,0,0.222428046218487,1.01013844448036,2
259,16.6875,-1,31.2934,-1.605469,1.863281,0,0,0.236061691984486,1.04694180043812,2
259,16.5625,-1,31.35851,-1.546875,1.914063,0,0,0.243420895281189,1.04493531835811,2
259,16.5,-1,31.39323,-1.496094,1.953125,0,0,0.243266968325792,1.01084049773756,2
259,16.4375,-1.0625,31.45399,-1.484375,1.976563,0,0,0.19143778280543,0.955118778280543,2
259,16.125,-1.1875,31.43663,-1.375,2.066406,0,0,0.175906108597285,0.769126696832579,2
259,16.0625,-1.125,31.52344,-1.324219,2.105469,0,0,0.17389705882353,0.667994343891403,2
259,15.9375,-1.25,31.50608,-1.277344,2.140625,0,0,0.195117647058824,0.673950226244344,2
259,15.875,-1.25,31.61024,-1.242188,2.179688,0,0,0.148808823529412,0.73362443438914,2
259,15.75,-1.3125,31.59288,-1.15625,2.28125,0,0,0.151133484162896,0.751566742081448,2
259,15.625,-1.3125,31.67101,-1.09375,2.332031,0,0,0.092222850678733,0.76160407239819,2
259,15.5625,-1.3125,31.67101,-1.027344,2.375,0,0,0.104526018099547,0.819473981900453,2
259,15.4375,-1.375,31.75347,-0.9648438,2.417969,0,0,0.038920814479638,0.85481221719457,2
259,15.1875,-1.5,31.75347,-0.8632813,2.492188,0,0,0.0314649321266968,0.828195701357467,2
259,15,-1.4375,31.81424,-0.84375,2.605469,0,0,-0.0663223981900452,0.829433257918552,2
259,14.875,-1.5,31.81424,-0.7890625,2.667969,0,0,-0.0471696832579185,0.875492081447964,2
259,14.75,-1.4375,31.89236,-0.6210938,2.71875,0,0,-0.09539592760181,0.916869909502263,2
259,14.625,-1.4375,31.90104,-0.5546875,2.777344,0,0,-0.108805429864253,0.894673076923077,2
259,14.5,-1.5,31.97917,-0.4882813,2.828125,0,0,-0.2077907239819,0.78502036199095,2
259,14.25,-1.5,31.97917,-0.3320313,2.960938,0,0,-0.152466063348416,0.732803167420815,2
259,14.125,-1.5,31.98785,-0.265625,3.027344,0,0,-0.114335003232062,0.733804096638656,2
259,14,-1.5,32.07465,-0.2109375,3.085938,0,0,-0.0711842365151189,0.7303474062702,2
259,13.625,-1.5625,32.06598,0.00390625,3.289063,0,0,-0.0284814919557567,0.714043673238526,2
259,13.4375,-1.5,32.17448,0.08984375,3.347656,0,0,0.00830550168785461,0.67650347446671,2
259,13.3125,-1.5625,32.15278,0.1757813,3.417969,0,0,0.033709015657545,0.609337386877828,2
259,13.125,-1.5625,32.25261,-3.09375,0.1992188,1,0,0.0422613211951447,0.504155987394958,2
259,13,-1.6875,32.22656,-3.074219,0.2695313,0,1,0.0284946895424836,0.352569852941177,2
263,27.375,-2.625,32.14146,-2.636719,0.8710938,0,0,0.148813316993464,-0.181388888888889,3
263,27.25,-2.625,32.20535,-2.570313,0.9375,0,0,0.166681839402428,-0.387317635387488,3
263,26.9375,-2.75,32.2248,-2.425781,1.070313,0,0,0.180337840264311,-0.498334186238598,3
263,26.6875,-2.75,32.26925,-2.355469,1.140625,0,0,0.190629892982834,-0.528301506500036,3
263,26.5,-2.8125,32.27758,-2.292969,1.210938,0,0,0.198406570961718,-0.49108256122962,3
263,26.3125,-2.8125,32.31647,-2.234375,1.277344,0,0,0.204516447604683,-0.400540315485168,3
263,25.9375,-2.8125,32.34703,-2.113281,1.394531,0,0,0.209808096315449,-0.270537734324499,3
263,25.75,-2.875,32.40537,-2.058594,1.453125,0,0,0.215130090497738,-0.11493778280543,3
263,25.5,-2.9375,32.43871,-1.992188,1.511719,0,0,0.194383484162896,-0.0256402714932127,3
263,25.125,-2.9375,32.49426,-1.847656,1.605469,0,0,0.237679864253394,0.125858597285068,3
263,24.9375,-2.9375,32.51927,-1.792969,1.671875,0,0,0.29266742081448,0.340886877828054,3
263,24.6875,-2.9375,32.5526,-1.714844,1.730469,0,0,0.320136877828054,0.499355203619909,3
263,24.4375,-2.9375,32.59149,-1.636719,1.785156,0,0,0.321911764705882,0.655382352941176,3
263,24,-2.9375,32.65539,-1.507813,1.925781,0,0,0.32277149321267,0.634989819004525,3
263,23.75,-3.0625,32.67761,-1.457031,2.003906,0,0,0.281476244343892,0.512872171945701,3
263,23.5625,-3.125,32.72484,-1.378906,2.085938,0,0,0.250847285067873,0.409449095022624,3
263,23.0625,-3.125,32.76095,-1.183594,2.289063,0,0,0.277712669683258,0.326579185520362,3
263,22.875,-3.125,32.81096,-1.105469,2.367188,0,0,0.265777149321267,0.232596153846154,3
263,22.625,-3.1875,32.86929,-1.011719,2.460938,0,0,0.226713800904977,0.105498868778281,3
263,21.875,-3.3125,32.89708,-0.703125,2.769531,0,0,0.223759049773756,-0.0588744343891403,3
263,21.625,-3.3125,32.93319,-0.5859375,2.886719,0,0,0.208622171945701,-0.237535067873303,3
263,21.4375,-3.3125,32.98042,-0.4960938,2.976563,0,0,0.144411764705882,-0.4465,3
263,20.875,-3.3125,33.05264,-0.3046875,3,0,0,0.178785067873303,-0.59254185520362,3
263,20.75,-3.3125,33.06653,-0.1953125,3.109375,0,0,0.251505656108597,-0.700316742081448,3
263,20.5,-3.3125,33.10265,-0.09765625,3.253906,0,0,0.284272099224305,-0.801022139625081,3
263,20.1875,-3.3125,33.16932,-0.00390625,3.394531,0,0,0.305010198951375,-0.872482448107448,3
263,19.875,-3.375,33.18043,0.0703125,3.515625,0,0,0.307361860769949,-0.909593657976011,3
